ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,Depth,Temperature,DO,pH,SecchiDisk,SamplesCollected,SampleType,Comments
6,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,8/18/1999,8,20,17.5,NA,NA,NA,NA,NA,NA
7,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,8/18/1999,8,25,15.9,NA,NA,NA,NA,NA,NA
8,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,8/18/1999,8,30,15.3,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
9,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,8/18/1999,8,35,14.6,NA,NA,NA,NA,NA,NA
10,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,8/18/1999,8,40,14.4,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
11,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,8/18/1999,8,45,14.6,NA,NA,NA,NA,NA,NA
12,R2-50,Lake Pleasant integrated sample,cap,pleasant-50m,8/18/1999,8,50,14.6,NA,NA,NA,NA,NA,NA
13,R3,Waddell Canal,cap,waddell canal,8/18/1999,8,0,15.9,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
14,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/18/1999,8,0,18.1,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
15,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/16/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
16,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,8/16/1999,8,0,28.7,7.8,NA,NA,NA,NA,NA
17,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,8/16/1999,8,5,28.1,8.82,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
18,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,8/16/1999,8,10,27.6,6.2,NA,NA,NA,NA,NA
19,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,8/16/1999,8,15,21.5,0.3,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
20,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,8/16/1999,8,20,18.5,NA,NA,NA,NA,NA,NA
21,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,8/16/1999,8,25,16.8,NA,NA,NA,NA,NA,NA
22,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,8/16/1999,8,30,15.9,0.27,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
23,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,8/16/1999,8,35,15.8,NA,NA,NA,NA,NA,NA
24,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,8/16/1999,8,40,15.9,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
25,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,8/16/1999,8,45,16,0.12,NA,NA,NA,NA,NA
26,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/16/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
27,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/17/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
28,R9A,Saguaro Lake near inlet,salt,saguaro-0m,8/17/1999,8,0,30,7.58,NA,NA,NA,NA,NA
29,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,8/17/1999,8,5,27.4,4.4,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
30,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,8/17/1999,8,10,24.5,0.6,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
31,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,8/17/1999,8,15,23.9,0.7,NA,NA,NA,NA,NA
32,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,8/17/1999,8,20,23.7,1.2,NA,NA,NA,NA,NA
33,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,8/17/1999,8,25,23.6,1.5,NA,NA,NA,NA,NA
34,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,8/17/1999,8,30,23.6,1.7,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
35,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,8/17/1999,8,35,23.6,1.6,NA,NA,NA,NA,NA
36,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,8/17/1999,8,40,23.6,1.7,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
37,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,8/17/1999,8,45,23.6,1.4,NA,NA,NA,NA,NA
38,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/17/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
39,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/17/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
40,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/17/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
41,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/17/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
42,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/18/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
43,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/18/1999,8,NA,NA,NA,NA,NA,"DOCM, MIB/GEO",NA,NA
44,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/17/1999,8,0,30,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
45,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/17/1999,8,NA,NA,NA,NA,NA,"DOCM, MIB/GEO",NA,NA
46,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/18/1999,8,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
47,R19,Val Vista WTP treated water,srp,val vista-treated,8/18/1999,8,NA,NA,NA,NA,NA,"DOCM, MIB/GEO",NA,NA
48,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,8/25/1999,8,NA,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
49,R1,CAP canal above Waddell Canal,cap,cap-siphon,9/16/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
50,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,9/16/1999,9,0,26.6,9.8,NA,NA,NA,NA,NA
51,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,9/16/1999,9,5,26.5,10.5,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
52,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,9/16/1999,9,10,26.5,9.36,NA,NA,NA,NA,NA
53,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,9/16/1999,9,15,26.5,9.15,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
54,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,9/16/1999,9,20,19.4,5.6,NA,NA,NA,NA,NA
55,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,9/16/1999,9,25,17.4,5.45,NA,NA,NA,NA,NA
56,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,9/16/1999,9,30,16.6,5.15,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
57,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,9/16/1999,9,35,15.4,3.45,NA,NA,NA,NA,NA
58,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,9/16/1999,9,40,15.4,2.8,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
59,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,9/16/1999,9,45,15.4,2.63,NA,NA,NA,NA,NA
60,R3,Waddell Canal,cap,waddell canal,9/16/1999,9,0,18,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
61,R4,Cap Canal at 7th St.,cap,cap @ 7th st,9/16/1999,9,0,17,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
62,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,9/14/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
63,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,9/14/1999,9,0,27.5,6.51,NA,NA,NA,NA,NA
64,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,9/14/1999,9,5,27.1,5.58,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
65,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,9/14/1999,9,10,26.8,5.24,NA,NA,NA,NA,NA
66,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,9/14/1999,9,15,26.5,3.3,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
67,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,9/14/1999,9,20,22,0.04,NA,NA,NA,NA,NA
68,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,9/14/1999,9,25,19.5,0.1,NA,NA,NA,NA,NA
69,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,9/14/1999,9,30,17.9,0.12,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
70,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,9/14/1999,9,35,17,0.08,NA,NA,NA,NA,NA
71,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,9/14/1999,9,40,17.4,0.14,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
72,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,9/14/1999,9,45,17.5,0.14,NA,NA,NA,NA,NA
73,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,9/14/1999,9,0,27.1,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
74,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,9/15/1999,9,0,24.7,NA,NA,NA,NA,NA,NA
75,R9A,Saguaro Lake near inlet,salt,saguaro-0m,9/15/1999,9,0,27.5,7.89,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
76,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,9/15/1999,9,5,26.9,7.22,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
77,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,9/15/1999,9,10,25.2,0.34,NA,NA,NA,NA,NA
78,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,9/15/1999,9,15,24.6,0.32,NA,NA,NA,NA,NA
79,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,9/15/1999,9,20,24.2,1.86,NA,NA,NA,NA,NA
80,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,9/15/1999,9,25,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
81,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,9/15/1999,9,30,23.7,2.37,NA,NA,NA,NA,NA
82,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,9/15/1999,9,35,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
83,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,9/15/1999,9,40,23.5,0.44,NA,NA,NA,NA,NA
84,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,9/15/1999,9,45,NA,NA,NA,NA,NA,NA,NA
85,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/15/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
86,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/15/1999,9,0,26.6,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
87,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/15/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
88,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/15/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
89,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/16/1999,9,0,27,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
90,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/16/1999,9,NA,28,NA,NA,NA,"DOCM, MIB/GEO",NA,NA
91,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/16/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
92,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/16/1999,9,NA,28,NA,NA,NA,"DOCM, MIB/GEO",NA,NA
93,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/15/1999,9,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
94,R19,Val Vista WTP treated water,srp,val vista-treated,9/15/1999,9,NA,NA,NA,NA,NA,"DOCM, MIB/GEO",NA,NA
95,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,9/29/1999,9,NA,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
96,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/12/1999,10,0,24.1,7.9,8.34,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
97,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,10/12/1999,10,0,23.8,8.59,NA,NA,NA,NA,no odor in epilimnion
98,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,10/12/1999,10,5,23.6,9.73,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,modest algae bloom
99,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,10/12/1999,10,10,23.5,8.29,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
100,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,10/12/1999,10,15,23.5,7.4,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
101,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,10/12/1999,10,20,23.4,7.1,NA,NA,NA,NA,NA
102,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,10/12/1999,10,25,18.3,5.18,NA,NA,NA,NA,very turbid at 25 m
103,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,10/12/1999,10,30,17.9,3.56,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
104,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,10/12/1999,10,35,18.2,2.77,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,somewhat turbid at 35 m
105,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,10/12/1999,10,40,18.3,2.3,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,musty smell in milk jug
106,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,10/12/1999,10,45,18.2,2.1,NA,NA,NA,NA,NA
107,R3,Waddell Canal,cap,waddell canal,10/12/1999,10,0,23.5,8.03,8.38,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,stagnant water in canal
108,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/12/1999,10,0,23.6,7.68,8.35,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
109,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/14/1999,10,0,21.5,8,8.01,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
110,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,10/14/1999,10,0,23,6.99,NA,NA,NA,NA,NA
111,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,10/14/1999,10,5,23.1,5.95,8.52,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,"composite sample at 5,10,15m"
112,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,10/14/1999,10,10,23.1,5.57,8.52,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,slight fishy odor
113,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,10/14/1999,10,15,23,5.54,8.52,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
114,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,10/14/1999,10,20,23,5.49,NA,NA,NA,NA,NA
115,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,10/14/1999,10,25,22.9,4.54,8.45,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,"composite sample at 25,30,35m"
116,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,10/14/1999,10,30,22.8,3.43,8.45,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,musty odor in milk jug
117,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,10/14/1999,10,35,21.3,0.68,8.45,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,sample at 40m - muddy
118,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,10/14/1999,10,40,21.4,0.59,NA,NA,NA,NA,NA
119,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,10/14/1999,10,45,21.4,0.61,NA,NA,NA,NA,NA
120,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/14/1999,10,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
121,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/14/1999,10,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
122,R9A,Saguaro Lake near inlet,salt,saguaro-0m,10/14/1999,10,0,25.4,6.79,NA,NA,NA,NA,NA
736,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,11/14/2000,11,15,17.1,5.66,8.05,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
737,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,11/14/2000,11,20,17.1,5.8,8.06,NA,NA,NA,NA
738,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,11/14/2000,11,25,17.1,5.47,7.91,NA,NA,NA,NA
739,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,11/14/2000,11,30,17.1,5.13,7.78,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
740,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,11/14/2000,11,35,17.1,5.2,NA,NA,NA,NA,NA
741,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,11/14/2000,11,40,17.1,4.45,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
742,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,11/14/2000,11,45,NA,NA,NA,NA,NA,NA,NA
743,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,11/14/2000,11,0,16.6,NA,8.58,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
744,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,11/15/2000,11,0,18.2,6.16,7.77,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
745,R9A,Saguaro Lake near inlet,salt,saguaro-0m,11/15/2000,11,0,18.6,5.77,7.89,1.55,NA,NA,NA
746,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,11/15/2000,11,5,18.7,5.05,7.78,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
747,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,11/15/2000,11,10,18.7,4.7,7.64,NA,NA,NA,NA
748,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,11/15/2000,11,15,18.7,4.98,7.52,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
749,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,11/15/2000,11,20,18.7,4.94,7.41,NA,NA,NA,NA
750,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,11/15/2000,11,25,18.7,4.96,7.3,NA,NA,NA,NA
751,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,11/15/2000,11,30,18.6,4.65,7.05,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
752,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,11/15/2000,11,35,18.6,1.38,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
753,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,11/15/2000,11,40,NA,NA,NA,NA,"NUT, MIB/GEO",NA,NA
754,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,11/15/2000,11,45,NA,NA,NA,NA,NA,NA,NA
755,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/15/2000,11,0,16.2,8.51,8.15,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
756,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/15/2000,11,0,13.6,8.58,8.55,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
757,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/15/2000,11,0,14.4,8.54,8.61,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
758,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/15/2000,11,0,14.4,8.96,8.65,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
759,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/16/2000,11,0,10.73,13.6,8.63,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
760,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/16/2000,11,0,14.2,NA,7.36,NA,NA,NA,NA
761,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/16/2000,11,0,14.1,10.02,8.7,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
762,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/16/2000,11,0,NA,NA,7.61,NA," DOCM, MIB/GEO",NA,NA
763,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/16/2000,11,0,15.6,9.14,8.42,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
764,R19,Val Vista WTP treated water,srp,val vista-treated,11/16/2000,11,0,NA,NA,NA,NA," DOCM, MIB/GEO",NA,NA
765,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,11/30/2000,11,0,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
766,R21,AZ Canal - Central Ave (N. of Northern),srp,az canal @ central ave.,11/16/2000,11,0,NA,NA,NA,NA,MIB/GEO,NA,NA
767,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/16/2000,11,0,NA,12.8,8.49,NA,MIB/GEO,NA,NA
768,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/12/2000,12,0,13.1,NA,8.61,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
769,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,12/12/2000,12,0,13.5,9.05,8.2,1.9,NA,NA,NA
770,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,12/12/2000,12,5,13.3,7.84,8.02,NA,NA,NA,NA
771,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,12/12/2000,12,10,13.3,7.63,7.87,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
772,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,12/12/2000,12,15,13.3,7.49,7.74,NA,NA,NA,NA
773,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,12/12/2000,12,20,13.3,7.08,7.62,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
774,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,12/12/2000,12,25,13.3,4.89,7.36,NA,NA,NA,NA
775,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,12/12/2000,12,30,13.3,4.94,6.74,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
776,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,12/12/2000,12,35,13.3,4.61,NA,NA,NA,NA,NA
777,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,12/12/2000,12,40,13.3,4.34,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
778,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,12/12/2000,12,45,13.3,4.17,NA,NA,NA,NA,NA
779,R3,Waddell Canal,cap,waddell canal,12/12/2000,12,0,13,NA,8.62,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
780,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/14/2000,12,0,12.2,9.81,8.59,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
781,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/12/2000,12,0,11,NA,8.29,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
782,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,12/12/2000,12,0,13.2,8.14,8.33,0.9,NA,NA,NA
783,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,12/12/2000,12,5,13.3,6.62,8.03,NA,NA,NA,NA
784,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,12/12/2000,12,10,13.3,6.76,7.79,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
785,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,12/12/2000,12,15,13.3,7.03,7.54,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
786,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,12/12/2000,12,20,12.9,6.74,7.21,NA,NA,NA,NA
787,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,12/12/2000,12,25,12.6,6.05,6.89,NA,NA,NA,NA
788,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,12/12/2000,12,30,12.5,4.96,4.6,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
789,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,12/12/2000,12,35,12.5,5.27,NA,NA,NA,NA,NA
790,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,12/12/2000,12,40,NA,NA,NA,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
791,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,12/12/2000,12,45,NA,NA,NA,NA,NA,NA,NA
792,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/12/2000,12,0,13,NA,8.58,NA,"NUT, DOCM, MIB/GEO, PHYT, PERI",NA,NA
793,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/13/2000,12,0,14.7,7.68,7.58,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
794,R9A,Saguaro Lake near inlet,salt,saguaro-0m,12/13/2000,12,0,15.4,6.84,7.7,2.45,NA,NA,NA
795,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,12/13/2000,12,5,15.4,6.18,7.6,NA,"NUT, DOCM, MIB/GEO, PHYT",NA,NA
