ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,SampleType,TOC,DOC,UVA,SUVA,PeakInt,PeakIntWL,Intat450,Intat460,Intat500,Fl,docm_comments
164,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/14/2000,2,NA,2.7,2.77,0.04,0.01,39.19,449.9,37.9,36.07,21,1.8,NA
165,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/14/2000,2,NA,1.84,1.77,0.04,0.02,44.76,449.43,44.7,41.86,25.3,1.76,NA
166,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/14/2000,2,NA,2.42,2.52,0.04,0.01,41.25,447.35,40.94,38.66,22.59,1.81,NA
167,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/16/2000,2,NA,2.63,2.52,0.04,0.01,41.96,445.49,41.39,38.99,23.12,1.79,NA
168,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/16/2000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wtp shut-down, no sample"
169,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/16/2000,2,NA,1.89,1.96,0.04,0.02,45.45,446.06,44.98,42.92,25.68,1.75,NA
170,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/16/2000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wtp shut-down, no sample"
171,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/16/2000,2,NA,2.36,2.33,0.04,0.01,39.76,444.39,38.19,36.38,21.16,1.8,NA
172,R19,Val Vista WTP treated water,srp,val vista-treated,2/16/2000,2,NA,2.22,2.21,0.03,0.01,36.08,444.58,55.54,33.38,19.42,2.86,NA
173,field_blank,field blank,NA,NA,2/16/2000,2,field blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,lab_blank,laboratory blank,NA,NA,2/16/2000,2,lab blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,R20,Verde River at Tangle,verde,verde abv horseshoe,3/9/2000,3,NA,2.25,2.16,0.06,0.03,69.39,450.35,69.37,66.59,41,1.69,NA
176,R1,CAP canal above Waddell Canal,cap,cap-siphon,3/16/2000,3,NA,2.5,2.47,0.04,0.01,39.63,443.34,39.07,36.95,21.63,1.8,NA
177,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/16/2000,3,NA,2.67,2.64,0.04,0.01,37.43,441.58,36.77,34.17,20.08,1.83,NA
178,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/16/2000,3,NA,2.78,2.67,0.04,0.01,37.74,444.65,37.6,35.53,21.01,1.79,NA
179,R3,Waddell Canal,cap,waddell canal,3/16/2000,3,NA,2.47,2.44,0.04,0.01,40.96,443.37,40.21,37.7,22.01,1.82,NA
180,R4,Cap Canal at 7th St.,cap,cap @ 7th st,3/16/2000,3,NA,2.49,2.5,0.04,0.01,40.13,445.04,39.19,37.08,21.36,1.83,NA
181,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st,3/16/2000,3,field duplicate,2.5,2.43,0.04,0.01,39.21,441.54,38.69,35.96,21.32,1.81,NA
182,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/16/2000,3,NA,1.74,1.83,0.04,0.02,51.41,450.31,51.4,48.82,30.02,1.71,NA
183,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/16/2000,3,NA,1.48,1.51,0.03,0.02,42.23,445.42,42.13,39.78,23.83,1.76,NA
184,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/16/2000,3,NA,1.73,1.72,0.04,0.02,52.27,444.47,52.19,49.24,30.1,1.73,NA
185,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/16/2000,3,NA,1.7,1.71,0.04,0.02,50.43,448.54,50.31,47.71,28.82,1.74,NA
186,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,3/17/2000,3,NA,2.65,2.63,0.04,0.01,51.48,445.49,50.92,48.07,28.97,1.75,NA
187,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/17/2000,3,NA,3.3,2.87,0.04,0.01,48.92,443.82,48.9,45.64,27.44,1.78,NA
188,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/17/2000,3,NA,3.26,2.73,0.04,0.01,56.23,445.54,55.38,52.81,31.32,1.76,NA
189,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/17/2000,3,NA,2.05,1.97,0.03,0.01,46.14,449.88,46.41,42.91,26.06,1.78,NA
190,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/17/2000,3,NA,2.55,2.55,0.04,0.01,39.79,445.07,39.4,37.01,21.49,1.83,NA
191,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/17/2000,3,NA,1.28,1.17,0.02,0.02,35.96,450.66,35.94,33.95,21.24,1.69,NA
192,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/17/2000,3,NA,1.91,1.9,0.03,0.01,38.46,443.17,38.29,35.97,21.68,1.76,NA
193,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/15/2000,3,NA,2.05,2.03,0.03,0.01,37.92,440.98,37.2,35.14,21.27,1.74,NA
194,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/15/2000,3,NA,1.66,1.85,0.01,0.00985,21.56,439.07,20.91,18.77,10.57,1.97,NA
195,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/15/2000,3,NA,1.99,2.02,0.03,0.01,39.81,442.19,39.66,37.65,22.03,1.8,NA
196,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/15/2000,3,NA,1.86,1.67,0.02,0.01,34.67,441.31,34.13,31.81,18.5,1.84,NA
197,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,3/15/2000,3,NA,2.06,2.08,0.03,0.01,35.9,445.48,35.4,33.38,19.6,1.8,NA
198,R19,Val Vista WTP treated water,srp,val vista-treated,3/15/2000,3,NA,1.96,1.96,0.02,0.01,33.37,445.7,33,30.92,19.75,1.67,NA
199,field_blank,field blank,NA,NA,3/15/2000,3,field blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,lab_blank,laboratory blank,NA,NA,3/15/2000,3,lab blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,R20,Verde River at Tangle,verde,verde abv horseshoe,3/30/2000,3,NA,1.09,0.95,0.02,0.02,32.17,446.52,31.51,30.43,18.62,1.69,NA
202,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/13/2000,4,NA,2.54,2.68,0.04,0.01,39.68,444.02,38.64,36.55,20.97,1.84,NA
203,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/13/2000,4,NA,2.95,2.73,0.04,0.01,35.38,445.53,34.57,32.62,19.03,1.81,NA
204,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/13/2000,4,NA,3.35,2.92,0.04,0.01,37.31,447.31,36.54,34.39,20.32,1.79,NA
205,R3,Waddell Canal,cap,waddell canal,4/13/2000,4,NA,2.81,2.55,0.04,0.01,37.43,444.03,36.89,35.23,20.44,1.8,NA
206,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/15/2000,4,NA,2.61,2.44,0.04,0.01,38.95,444.21,37.82,36.25,20.39,1.85,NA
207,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st,4/15/2000,4,field duplicate,2.6,2.37,0.04,0.01,39.33,446.52,39.12,36.38,20.9,1.87,NA
208,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/13/2000,4,NA,2.62,2.45,0.04,0.01,55.4,446.6,55.15,52.38,32.42,1.7,NA
209,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/13/2000,4,NA,1.62,1.5,0.03,0.02,35.4,447.17,34.97,33.54,20.03,1.74,NA
210,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/13/2000,4,NA,1.68,1.47,0.03,0.02,38.69,447.98,38.34,36.1,21.68,1.76,NA
211,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/13/2000,4,NA,1.59,1.46,0.03,0.02,44.29,445.95,43.47,41.21,24.88,1.74,NA
212,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/14/2000,4,NA,2.88,2.67,0.05,0.01,54.42,4448.21,53.73,51.19,30.65,1.75,NA
213,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/14/2000,4,NA,3.32,2.85,0.04,0.01,52.96,445.64,52.34,49.56,29.72,1.76,NA
214,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi,4/14/2000,4,field duplicate,2.99,2.7,0.05,0.01,51.72,446.53,50.96,48.5,28.93,1.76,NA
215,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/14/2000,4,NA,2.98,2.63,0.04,0.01,50.56,444.55,49.77,47.94,28.6,1.74,NA
216,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/14/2000,4,NA,2.39,2.41,0.04,0.01,53.95,446.95,53.36,50.38,30.5,1.74,NA
217,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/14/2000,4,NA,2.4,2.32,0.04,0.01,40.28,445.56,39.8,37.19,21.75,1.82,NA
218,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/14/2000,4,NA,2.04,2.07,0.04,0.01,48.19,446.58,47.46,44.79,26.96,1.76,NA
219,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/14/2000,4,NA,2.26,2.44,0.04,0.01,44.59,445.14,44.05,41.56,24.5,1.79,NA
220,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/15/2000,4,NA,2.31,2.23,0.04,0.01,43.14,446.61,41.99,40.27,23.67,1.77,NA
221,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/15/2000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wtp shut-down, no sample"
222,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/15/2000,4,NA,2.16,2.11,0.04,0.01,43.6,445.54,42.51,40.32,23.95,1.77,NA
223,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/15/2000,4,NA,1.92,1.85,0.03,0.01,38.82,445.77,37.81,35.17,20.66,1.83,NA
224,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/15/2000,4,NA,2.23,2.16,0.03,0.01,42.07,444.94,40.78,39.26,22.67,1.79,NA
225,R19,Val Vista WTP treated water,srp,val vista-treated,4/15/2000,4,NA,2.14,2.2,0.03,0.01,42.11,445.56,41.44,39.11,23.3,1.77,NA
226,field_blank,field blank,NA,NA,4/15/2000,4,field blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,lab_blank,laboratory blank,NA,NA,4/15/2000,4,lab blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,R20,Verde River at Tangle,verde,verde abv horseshoe,8/30/2000,8,NA,2.05,1.97,0.06,0.03,97.18,443.42,95.52,90.56,56.13,1.7,NA
342,R1,CAP canal above Waddell Canal,cap,cap-siphon,9/12/2000,9,NA,3.24,3.1,0.04,0.01,44.01,442.76,43.57,40.19,23.1,1.88,NA
343,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/12/2000,9,NA,3.25,3.21,0.04,0.01,33.81,446.38,32.68,30.58,17.46,1.87,NA
344,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/12/2000,9,NA,3.3,3.29,0.04,0.01,37.2,443.52,36.61,34.38,19.13,1.91,NA
345,R3,Waddell Canal,cap,waddell canal,9/12/2000,9,NA,3.12,3.14,0.04,0.01,43.76,443.45,42.98,40.41,23.33,1.84,NA
346,R4,Cap Canal at 7th St.,cap,cap @ 7th st,9/14/2000,9,NA,3.21,3.12,0.04,0.01,43,445.65,41.38,39.7,22.5,1.83,NA
347,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st,9/14/2000,9,field duplicate,3.43,3.08,0.04,0.01,44.27,444.13,42.95,40.47,22.9,1.87,NA
348,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,9/12/2000,9,NA,2.53,2.38,0.06,0.02,91.92,447.21,91.17,87.34,51.32,1.77,NA
349,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/12/2000,9,NA,2.29,2.01,0.04,0.02,50.59,446.4,49.51,47.15,27.63,1.79,NA
350,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/12/2000,9,NA,2.08,1.89,0.03,0.02,50.03,443.02,49.49,46.7,28.04,1.76,NA
351,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,9/12/2000,9,NA,1.65,1.56,0.03,0.02,54.71,445.82,53.76,51.35,31.01,1.73,NA
352,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,9/13/2000,9,NA,3.66,3.21,0.05,0.01,69.55,447.99,68.73,65.39,37.9,1.81,NA
353,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/13/2000,9,NA,3.61,3.39,0.05,0.01,56.96,445.44,55.65,52.86,30.21,1.84,NA
354,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi,9/13/2000,9,field duplicate,3.49,4,0.05,0.01,56.85,445.63,55.81,52.27,30.29,1.84,NA
355,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/13/2000,9,NA,3.54,3.34,0.05,0.01,56.94,447.64,56.81,52.31,30.77,1.84,NA
356,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/13/2000,9,NA,2.96,3.03,0.05,0.01,72.17,442.94,71.26,67.13,39.76,1.79,NA
357,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/13/2000,9,NA,3.1,3.37,0.04,0.01,43.58,445.45,43.37,39.3,23.18,1.87,NA
358,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/13/2000,9,NA,2.29,2.31,0.04,0.01,56.33,446.02,55.48,51.92,30.65,1.81,NA
359,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/13/2000,9,NA,2.91,2.96,0.04,0.01,43.47,447.51,43.14,39.66,22.51,1.91,NA
360,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/14/2000,9,NA,2.96,3.24,0.04,0.01,44.8,446.99,44.26,41.38,23.66,1.87,NA
361,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/14/2000,9,NA,2.77,2.78,0.02,0.009723717,29.02,435.55,27.67,24.91,13.66,2.02,NA
362,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/14/2000,9,NA,3.04,3.18,0.04,0.01,45.26,446.02,44.46,40.91,23.63,1.88,NA
363,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/14/2000,9,NA,2.8,2.78,0.03,0.01,33.81,445.23,32.53,30.18,17,1.91,NA
364,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/14/2000,9,NA,2.89,2.84,0.04,0.01,46.42,445.57,46.06,42.88,24.76,1.86,NA
365,R19,Val Vista WTP treated water,srp,val vista-treated,9/14/2000,9,NA,2.39,2.39,0.02,0.01,27.96,445.2,27,25.05,14.22,1.89,NA
366,field_blank,field blank,NA,NA,9/14/2000,9,field blank,0.23,0.21,0.0014,0.006034483,NA,NA,NA,NA,NA,NA,NA
367,lab_blank,laboratory blank,NA,NA,9/14/2000,9,lab blank,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,R20,Verde River at Tangle,verde,verde abv horseshoe,9/30/2000,9,NA,0.96,0.95,0.02,0.02,NA,NA,NA,NA,NA,NA,NA
369,R5ex,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,9/30/2000,9,extra sample,2.49,2.38,0.06,0.02,94.78,446.54,94.48,90.85,54.3,1.73,NA
228,R5ex,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/16/2000,4,extra sample,NA,1.51,0.04,0.02,NA,NA,NA,NA,NA,NA,NA
229,R7ex,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/16/2000,4,extra sample,NA,2.2,0.03,0.01,NA,NA,NA,NA,NA,NA,NA
230,R20ex,Verde River at Tangle,verde,verde abv horseshoe,4/16/2000,4,extra sample,1.09,0.95,0.02,0.02,32.17,446.52,31.51,30.43,18.62,1.69,NA
231,R20,Verde River at Tangle,verde,verde abv horseshoe,4/30/2000,4,NA,0.85,0.55,0.02,0.03,NA,NA,NA,NA,NA,NA,NA
232,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/16/2000,5,NA,2.5,2.64,0.04,0.01,38.49,448,37.98,35.69,20.73,1.83,NA
233,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/16/2000,5,NA,2.87,2.82,0.04,0.01,32.84,450.71,32.78,30.62,17.86,1.83,NA
234,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/16/2000,5,NA,2.55,2.62,0.04,0.01,38.01,443.76,36.67,34.47,20.13,1.82,NA
235,R3,Waddell Canal,cap,waddell canal,5/16/2000,5,NA,2.56,2.7,0.04,0.01,36.96,440.77,35.56,34.07,19.93,1.78,NA
236,R4,Cap Canal at 7th St.,cap,cap @ 7th st,5/17/2000,5,NA,2.53,2.56,0.04,0.01,39.57,441.07,38.53,35.76,20.96,1.83,NA
237,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st,5/17/2000,5,field duplicate,2.52,2.81,0.04,0.01,39.9,444.34,38.69,36.67,20.85,1.85,NA
238,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,5/16/2000,5,NA,1.03,1.12,0.03,0.03,48.4,448.07,47.81,45.09,28.89,1.65,NA
239,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/16/2000,5,NA,1.49,1.45,0.03,0.02,33.98,448.1,33.4,31.9,19.19,1.74,NA
240,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/16/2000,5,NA,1.32,1.22,0.03,0.02,39,448.38,38.75,36.93,22.09,1.75,NA
241,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,5/16/2000,5,NA,1.33,1.29,0.03,0.02,40.96,445.03,40.61,38.49,22.84,1.77,NA
242,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,5/15/2000,5,NA,2.61,2.65,0.04,0.01,46.16,448.25,45.88,43.38,25.97,1.76,NA
243,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/15/2000,5,NA,2.61,2.81,0.05,0.01,51.3,450.05,51.3,48.88,29.73,1.72,NA
244,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi,5/15/2000,5,field duplicate,2.73,2.89,0.05,0.01,51.97,447.33,50.89,48.62,29.33,1.73,NA
245,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/15/2000,5,NA,2.75,2.83,0.04,0.01,52.35,448.8,52.04,49.2,29.57,1.75,NA
246,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/15/2000,5,NA,2.75,2.67,0.04,0.01,50.63,445.55,50.22,47.53,28.51,1.76,NA
247,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/15/2000,5,NA,2.61,2.57,0.04,0.01,38.79,445.01,38.03,35.97,20.62,1.84,NA
248,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/15/2000,5,NA,2.6,2.43,0.04,0.01,47.44,442.23,46.63,44.23,26.71,1.74,NA
249,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/15/2000,5,NA,2.48,2.54,0.04,0.01,42.58,444.61,42.06,39.87,23.28,1.8,NA
250,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/17/2000,5,NA,2.49,2.75,0.04,0.01,42.37,440.07,41.77,39.51,23.33,1.79,NA
251,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/17/2000,5,NA,2.29,2.47,0.02,0.01,19.63,440.76,18.44,17.06,9.12,2.02,NA
252,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/17/2000,5,NA,2.72,2.55,0.05,0.01,43.37,441.19,43.02,40.69,23.91,1.79,NA
253,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/17/2000,5,NA,2.51,2.26,0.03,0.01,38.27,448.09,37.97,35.21,20.32,1.86,NA
254,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/17/2000,5,NA,3,2.38,0.04,0.01,43.78,445.58,42.75,40.9,24.41,1.75,NA
255,R19,Val Vista WTP treated water,srp,val vista-treated,5/17/2000,5,NA,2.42,2.27,0.03,0.01,42.27,447.37,42.02,39.17,23.07,1.82,NA
256,field_blank,field blank,NA,NA,5/17/2000,5,field blank,NA,0.09,0.0018,0.02,NA,NA,NA,NA,NA,NA,NA
257,lab_blank,laboratory blank,NA,NA,5/17/2000,5,lab blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,R20,Verde River at Tangle,verde,verde abv horseshoe,5/30/2000,5,NA,1.92,1.69,0.02,0.01,NA,NA,NA,NA,NA,NA,NA
259,R1,CAP canal above Waddell Canal,cap,cap-siphon,6/14/2000,6,NA,3.34,3.28,0.04,0.01,35.18,442.64,34.65,32.47,18.27,1.89,NA
260,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/14/2000,6,NA,3.54,3.59,0.04,0.01,26.19,441.61,24.36,22.33,13.32,1.82,NA
261,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/14/2000,6,NA,3.61,3.61,0.04,0.01,25.52,446.37,24.26,21.19,12.98,1.86,NA
262,R3,Waddell Canal,cap,waddell canal,6/14/2000,6,NA,3.19,3.21,0.04,0.01,37.46,447.85,36.69,33.85,19.59,1.87,NA
263,R4,Cap Canal at 7th St.,cap,cap @ 7th st,6/15/2000,6,NA,3.22,3.15,0.04,0.01,39.76,443.27,38.45,36.98,21.18,1.81,NA
264,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st,6/15/2000,6,field duplicate,3.19,3.31,0.04,0.01,39.09,438.47,38.02,35.26,20.8,1.82,NA
265,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,6/14/2000,6,NA,1.81,1.73,0.02,0.01,35.7,449.38,35.66,33.07,21.08,1.69,NA
266,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/14/2000,6,NA,2.31,2.3,0.03,0.01,26.36,442.55,24.87,23.45,13.96,1.78,NA
267,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/14/2000,6,NA,2.02,2,0.03,0.01,41.38,438.26,40.11,37.38,23.72,1.69,NA
268,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,6/14/2000,6,NA,1.82,1.85,0.03,0.01,48.28,438.81,46.47,39.61,22.19,2.09,NA
269,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,6/13/2000,6,NA,3.41,3.07,0.04,0.01,42.8,443.69,42.69,39.28,23.22,1.83,NA
270,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/13/2000,6,NA,4.01,4.1,0.05,0.01,40.2,445.59,37.85,35.78,21.52,1.75,NA
271,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi,6/13/2000,6,field duplicate,3.48,3.38,0.05,0.01,43.08,445.92,41.28,40.26,23.79,1.73,NA
272,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/13/2000,6,NA,3.48,3.37,0.05,0.01,43.36,447.05,42.72,40.34,22.81,1.87,NA
273,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/13/2000,6,NA,3.14,3.1,0.04,0.01,44.65,446.37,43.21,40.77,24.05,1.79,NA
274,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/13/2000,6,NA,3.19,3.2,0.04,0.01,35.14,438.65,32.9,32.12,18.49,1.77,NA
275,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/13/2000,6,NA,3.05,3.29,0.05,0.01,44.06,442.09,42.42,40.09,24.33,1.74,NA
276,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/13/2000,6,NA,3.23,3.07,0.04,0.01,39.18,449.45,39.06,36.46,21.21,1.84,NA
277,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/15/2000,6,NA,3.1,3,0.04,0.01,47.4,451.6,46.82,44.55,25.77,1.81,NA
278,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/15/2000,6,NA,2.98,2.97,0.02,0.008950202,20.86,436,19.98,18.72,10.67,1.87,NA
279,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/15/2000,6,NA,3.46,3.16,0.04,0.01,48,444.01,46.95,45.07,26.26,1.78,NA
280,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/15/2000,6,NA,3,2.84,0.03,0.01,43.73,447.02,42.53,39.37,22.83,1.86,NA
281,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/15/2000,6,NA,2.99,3.07,0.04,0.01,46.2,443.08,44.89,41.69,24.56,1.82,NA
282,R19,Val Vista WTP treated water,srp,val vista-treated,6/15/2000,6,NA,3.05,3.04,0.04,0.01,43.88,448.64,43.25,39.82,23.71,1.82,NA
283,field_blank,field blank,NA,NA,6/15/2000,6,field blank,NA,0.09,0.0011,0.01,NA,NA,NA,NA,NA,NA,NA
284,lab_blank,laboratory blank,NA,NA,6/15/2000,6,lab blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,R20,Verde River at Tangle,verde,verde abv horseshoe,6/30/2000,6,NA,1.48,1.48,0.03,0.02,48.37,445.38,47.85,45.95,27.51,1.73,NA
286,R20ex,Verde River at Tangle,verde,verde abv horseshoe,7/7/2000,7,extra sample,1.3,1.3,0.03,0.02,66.44,448.87,66.25,63.18,40.02,1.65,NA
287,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/18/2000,7,NA,3.43,3.2,0.04,0.01,54.51,442.61,53.83,50.42,28.99,1.85,NA
288,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/18/2000,7,NA,3.45,3.29,0.04,0.01,40.91,444.11,40.26,37.8,21.35,1.88,NA
289,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/18/2000,7,NA,3.36,3.13,0.04,0.01,46.64,446.86,45.85,43.36,25.01,1.83,NA
290,R3,Waddell Canal,cap,waddell canal,7/18/2000,7,NA,2.91,2.94,0.04,0.01,53.51,445.81,53.03,49.3,28.6,1.85,NA
291,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/19/2000,7,NA,2.93,4.08,0.04,0.01,56.75,444.33,55.55,51.88,30.5,1.82,NA
292,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st,7/19/2000,7,field duplicate,3.02,3.37,0.04,0.01,57.15,445.58,56.86,53.1,30.45,1.86,NA
293,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/18/2000,7,NA,1.46,1.4,0.03,0.02,49.61,445.92,49.13,47.58,28.87,1.7,NA
294,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/18/2000,7,NA,1.97,2.01,0.03,0.01,35.84,443.92,35.35,34.04,19.59,1.8,NA
295,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/18/2000,7,NA,1.67,1.48,0.03,0.02,61.41,447.95,60.83,57.63,35.1,1.73,NA
296,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/18/2000,7,NA,1.56,1.58,0.03,0.02,59.85,445.04,59.32,56.44,33.56,1.76,NA
